,word,weight
2966,bumbu,5
2967,kemunculan,3
2968,keriaan,3
2969,sains,3
2970,nian,4
2971,kasatmata,4
2972,jamik,3
2973,keseimbangan,4
2974,lebai,4
2975,seringai,4
2976,berhasil,3
2977,terbatas,3
2978,definisi,3
2979,komplot,4
2980,afirmasi,3
2981,jamhur,3
2982,gres,4
2983,gerha,3
2984,mengalirkan darah,4
2985,dana,4
2986,tabung bambu,3
2987,tahu aturan,4
2988,menerka,3
2989,kerukunan,3
2990,keterbukaan,5
2991,kasual,3
2992,teja,4
2993,berlagak,4
2994,bersayap,4
2995,donor,3
2996,(warna) dadu,3
2997,akomodasi,3
2998,tebak,3
2999,cegar,4
3000,amat,4
3001,terbayang-bayang,3
3002,bertambatan,3
3003,menjalani,3
3004,keenakan,4
3005,asuh,3
3006,melewati,3
3007,jawara,3
3008,rakitan,3
3009,suara halus,4
3010,rawa,4
3011,pengukur,3
3012,mempercantik,3
3013,dalang,3
3014,mengangkat-angkat,4
3015,bentukan,3
3016,langgeng,4
3017,deduksi,3
3018,bestari,4
3019,ringan tulang,5
3020,prasarana,3
3021,menyandar,4
3022,wasiat,4
3023,bisnis,3
3024,langkah,4
3025,tongkeng,5
3026,menguntir,4
3027,masakan,3
3028,tergantung,3
3029,keputusan,4
3030,menyapih,4
3031,bayang-bayang,3
3032,bercokol,3
3033,sinkronisasi,3
3034,menjelajah,3
3035,mencari jalan,3
3036,meremas-remas,3
3037,terala,3
3038,memunculkan,3
3039,bermacam-macam,3
3040,upa-,4
3041,bulang,3
3042,kemurahan,4
3043,prayojana,3
3044,berduit,4
3045,biadab,3
3046,tajam,4
3047,limbukan,3
3048,individual,4
3049,suguhan,4
3050,terkadang,3
3051,debat,3
3052,kedalaman,3
3053,linuhung,3
3054,berseri,4
3055,korek,4
3056,infak,4
3057,maskapai,3
3058,mengarahkan,3
3059,ovum,4
3060,ugal-ugalan,3
3061,keurusan,4
3062,centil,5
3063,paradigma,3
3064,tempoh,3
3065,lentera,4
3066,berpilin,3
3067,kandis,4
3068,selamatan,4
3069,andal,5
3070,benci,4
3071,biduanda,5
3072,getas,5
3073,desakan,4
3074,pelupuk mata,4
3075,bertaruk,3
3076,konsensus,3
3077,meluncurkan,3
3078,anteng,4
3079,ulasan,3
3080,anak Adam,3
3081,integrasi,3
3082,pendekar,3
3083,keperluan,5
3084,dikte,3
3085,lapang,3
3086,berilmu,4
3087,spesifikasi,3
3088,melantunkan,3
3089,meruncing,4
3090,dakaik,3
3091,desain,4
3092,memeluk,4
3093,bertunas,3
3094,ceri,4
3095,berkaitan,3
3096,ria,4
3097,pertolongan,4
3098,simpatisan,3
3099,liputan,3
3100,singkap,3
3101,sembir,4
3102,mendandankan,3
3103,ihsan,4
3104,penegasan,3
3105,defensif,4
3106,sepele,4
3107,bersangga,4
3108,peresapan,3
3109,selesa,3
3110,struktur,3
3111,terpuji,4
3112,ricuh,3
3113,ajudan,4
3114,wagu,4
3115,mengononkan,3
3116,perbaikan,3
3117,tabah,5
3118,gemi,3
3119,tenaga kerja,3
3120,pendahuluan,3
3121,menghebohkan,4
3122,ranum,5
3123,lembek,5
3124,kejuruan,3
3125,lektur,4
3126,berbetulan,3
3127,sukar,4
3128,pilihan,5
3129,semu,3
3130,rezeki,3
3131,baca,3
3132,trendi,3
3133,kegunaan,4
3134,imaji,3
3135,bahaduri,4
3136,semringah,4
3137,wirid,4
3138,cokol,4
3139,energik,5
3140,pemantapan,4
3141,makruf,4
3142,melisankan,3
3143,teraso,4
3144,intensi,3
3145,gutuk,4
3146,terkadang-kadang,3
3147,cemerlang,4
3148,gambir,3
3149,bermakna,4
3150,makbul,3
3151,jelak,3
3152,menyampaikan,3
3153,menyebut,3
3154,mementingkan,4
3155,tokcer,4
3156,serbaserbi,3
3157,bikinan,3
3158,kepiawaian,4
3159,penentuan,3
3160,nasabah,4
3161,segeh,3
3162,mengganjar,5
3163,terka,3
3164,linu,4
3165,mahfum,4
3166,teguran,3
3167,kemas,3
3168,tercapai,3
3169,lini,4
3170,atom,3
3171,faal,4
3172,berjenis-jenis,3
3173,mustakim,4
3174,jumpa muka,3
3175,malim,3
3176,kelimpahan,4
3177,mendengungkan,3
3178,genial,4
3179,alangkah,4
3180,spontan,3
3181,tolakan,4
3182,berkuasa,4
3183,tercermin,3
3184,mendikte,3
3185,keurus,4
3186,selera,3
3187,jigrah,3
3188,bonyok,5
3189,kismat,4
3190,tangkul,3
3191,kreasi,3
3192,terbuka mata,4
3193,pengandaian,3
3194,kapasitas,3
3195,berkait,3
3196,ciptaan,3
3197,hakimah,4
3198,akhlak,4
3199,menuntun,3
3200,lapangan,3
3201,mengipasi,3
3202,neces,4
3203,doktrin,3
3204,sibuk,4
3205,efektif,5
3206,gani,4
3207,hulubalang,3
3208,arif,4
3209,buyung,4
3210,lingkungan,3
3211,keluaran,3
3212,meragam,4
3213,pembimbing,3
3214,kisas,3
3215,menyerupai,4
3216,bumbung,3
3217,nomine,5
3218,bujang,4
3219,memahami,3
3220,khuluk,3
3221,konklusi,3
3222,suapan,4
3223,berperingkat,4
3224,panglima,3
3225,tenggang rasa,5
3226,berjunjungan,4
3227,legawa,4
3228,mengeja,3
3229,sambungan tangan,4
3230,jalan tengah,3
3231,natur,3
3232,ajojing,3
3233,berwibawa,3
3234,mengucapkan,3
3235,tunggak,3
3236,berdagang,3
3237,pukal,3
3238,bersaji,4
3239,orientasi,3
3240,daulat,4
3241,ilmu,4
3242,kontan,3
3243,sing,5
3244,berlanglang,4
3245,berlagu,4
3246,merger,3
3247,alih generasi,4
3248,permulaan,3
3249,kemegahan,4
3250,pesam,4
3251,kucur,4
3252,api,4
3253,caplok,3
3254,gangsar,4
3255,zakiah,4
3256,dakwa,3
3257,kelajuan,4
3258,kompetensi,3
3259,adiluhung,3
3260,konseptual,3
3261,sentosa,5
3262,bakti,4
3263,sebukan,3
3264,meraun,4
3265,merencanakan,3
3266,musara,3
3267,sandaran,3
3268,meriwayatkan,3
3269,gempa bumi,4
3270,banjir,4
3271,bertenggang,3
3272,melilit,3
3273,jajak,3
3274,mencerna,3
3275,testimoni,3
3276,kedoyanan,3
3277,salat,5
3278,bareng,3
3279,berotak tajam,4
3280,berlarasan,3
3281,pencatatan,3
3282,melontarkan,3
3283,mengabaikan,4
3284,berdarah,4
3285,manusia,3
3286,terpegah,5
3287,panil,4
3288,berpedoman,4
3289,kiat,3
3290,kias,4
3291,berpunya,4
3292,giliran,3
3293,administrator,3
3294,makna,5
3295,embel-embel,5
3296,berperang,3
3297,kedai susu,4
3298,kenyang,3
3299,heban,4
3300,daya pikir,3
3301,mutakhir,4
3302,interes,4
3303,kasihan,4
3304,melintangi,3
3305,buaian,3
3306,ketenteraman,4
3307,organisasi,3
3308,imitasi,3
3309,bertelinga merah,4
3310,mengentengkan,4
3311,mengutarakan,3
3312,iktifak,4
3313,berdaya,3
3314,puja,4
3315,menyanjung,4
3316,emong,3
3317,superior,4
3318,takar,3
3319,muktabar,3
3320,babaran,3
3321,presiden,3
3322,pemair,3
3323,berakibat,3
3324,gudi,4
3325,prakiraan,3
3326,terbaru,4
3327,meniru,4
3328,gempa,4
3329,berkekuatan,5
3330,jangka,3
3331,bahadur,5
3332,bayangkara,3
3333,lajnah,3
3334,pakat,4
3335,simpanan,3
3336,meronda,4
3337,persembahan,4
3338,santunan,3
3339,mengecat,4
3340,terkilan,3
3341,eksemplar,3
3342,perserupaan,4
3343,artifisial,3
3344,mati,4
3345,unda,3
3346,model,3
3347,vak,3
3348,eco,5
3349,pembaruan,4
3350,tenang,5
3351,teoretis,3
3352,reaksioner,3
3353,santun,4
3354,ornamen,5
3355,belagu,4
3356,pengalasan,3
3357,menelusuri,3
3358,buatan,3
3359,kenamaan,5
3360,dukungan,4
3361,berpegang,4
3362,pertemuan,3
3363,adika,5
3364,kadang-kadang,3
3365,final,3
3366,mengumumkan,3
3367,insinye,4
3368,terbayang,3
3369,tata tertib,3
3370,terjajah,3
3371,bertenaga,5
3372,ruji,3
3373,ketertiban,3
3374,terurus,4
3375,pinisepuh,3
3376,bukan main,4
3377,lembik,5
3378,seloroh,3
3379,dobrak,3
3380,bidasan,3
3381,tertib,4
3382,batasan,3
3383,menimba,4
3384,idam,3
3385,tabe,3
3386,melecehkan,4
3387,lila,4
3388,sering,3
3389,terbit selera,3
3390,meloloskan,3
3391,dadak,3
3392,jenang,4
3393,serbasama,3
3394,paduka Tuan,4
3395,ceria,4
3396,kemudi,3
3397,absurd,3
3398,labuhan,3
3399,transaksi,4
3400,gobek,3
3401,menyusahkan,4
3402,ikutan,4
3403,terbayan,3
3404,saruk,4
3405,kemudahan,3
3406,dingin,4
3407,varia,3
3408,itifak,4
3409,ketibaan,3
3410,merawikan,3
3411,berpaut,3
3412,tiruan,3
3413,sebab,3
3414,membimbit,3
3415,percuma,4
3416,gemar,5
3417,sput,4
3418,merakit,3
3419,bertanduk,3
3420,anjung,4
3421,membubuhkan,4
3422,jasa,4
3423,jidur,3
3424,berpelajaran,4
3425,penerang,4
3426,menyanyikan,3
3427,impian,3
3428,perantaraan,4
3429,prasetia,3
3430,teratas,3
3431,berseluk,3
3432,simpuh,3
3433,belok,3
3434,mengambil ibarat,4
3435,hiruk-pikuk,4
3436,memartil,3
3437,pukauan,4
3438,konsolidasi,3
3439,sehat,4
3440,kelar,3
3441,kes,3
3442,mengoles,4
3443,berkandung,5
3444,berimbas,3
3445,memang,4
3446,luluh,5
3447,konstruktif,3
3448,rama,3
3449,girik,3
3450,elektromotif,3
3451,mencemaskan,4
3452,berkepercayaan,4
3453,tegang,4
3454,panitia,3
3455,bertepat guna,4
3456,melahirkan,3
3457,perusahaan,3
3458,afair,3
3459,budiman,4
3460,gemirang,4
3461,mustahil,3
3462,sesambat,5
3463,enteng,4
3464,mengimbasi,3
3465,tiang pancang,3
3466,otentik,3
3467,menangkap,3
3468,tersohor,5
3469,bawaan,3
3470,porsi,4
3471,ambilan,3
3472,dengar pendapat,3
3473,tajali,3
3474,anggar,3
3475,perembukan,4
3476,harmonisasi,3
3477,jiawang,5
3478,bedah,3
3479,memerikan,3
3480,maut,4
3481,objektif,4
3482,berlevel,4
3483,agam,5
3484,mapan,3
3485,emosi,3
3486,memuai,3
3487,hasil,3
3488,muhibah,4
3489,bangga,3
3490,sepada,3
3491,kikir,4
3492,bantalan,3
3493,menggambari,3
3494,cedok,3
3495,daya cipta,4
3496,benak kepala,3
3497,pemuja,3
3498,mandraguna,4
3499,ukur,3
3500,sadu,3
3501,prigel,4
3502,perkolasi,3
3503,jarak,3
3504,menceritakan,3
3505,muwafakat,3
3506,tambahan,5
3507,inventif,4
3508,bersulur,3
3509,abah,3
3510,berkinte,3
3511,kedodoran,3
3512,berpola,4
3513,kelelawar,3
3514,kicu,3
3515,hantu,3
3516,nilai,5
3517,mengakap,4
3518,berbusana,4
3519,otak,3
3520,pengertian,3
3521,ada,4
3522,tabah hati,5
3523,eksplorasi,4
3524,ingat-ingat,4
3525,realistis,4
3526,girik-girik,3
3527,masa kini,3
3528,mendaifkan,4
3529,utas,4
3530,bersesuaian,3
3531,bertuntun,3
3532,candu,3
3533,terkapah-kapah,3
3534,pagon,3
3535,kuala,4
3536,pelarasan,3
3537,aktual,4
3538,serta-merta,3
3539,pengapit,4
3540,terbelenggu,3
3541,bajik,4
3542,derajat,5
3543,petes,4
3544,ganjil,4
3545,berkeras hati,4
3546,kepesatan,4
3547,gerak-gerik,4
3548,esa,3
3549,renovasi,4
3550,cendera mata,4
3551,tikar,3
3552,usai,3
3553,kanjeng sultan,4
3554,ribut,4
3555,budak,4
3556,berpulas,3
3557,konformitas,4
3558,membingkis,4
3559,terkenal,5
3560,abadi,4
3561,darah,4
3562,merah,4
3563,asri,4
3564,takzim,3
3565,potensi,3
3566,proyeksi,3
3567,persekongkolan,4
3568,stamina,3
3569,maksud,3
3570,idiosinkratis,4
3571,mujarab,4
3572,keahlian,3
3573,tamat,3
3574,berdisiplin,4
3575,memaklumi,3
3576,penghargaan,4
3577,pangkat,5
3578,semak-semak,3
3579,pusat,3
3580,seia,3
3581,lepek,3
3582,dedengkot,3
3583,mengiler,3
3584,konco,4
3585,lelah,4
3586,bergengsi,4
3587,perbentrokan,5
3588,bijih,3
3589,campur,5
3590,berkeinginan,3
3591,paheman,4
3592,terikat,3
3593,rias,3
3594,cindur mata,4
3595,lapisan,3
3596,paramarta,4
3597,riah,3
3598,watak,3
3599,tokok,3
3600,melantik,3
3601,yamtuan,4
3602,gapah,5
3603,religiositas,3
3604,melarikan,3
3605,vakansi,3
3606,spesial,4
3607,asrama,3
3608,orisinal,3
3609,putus tali gantung,-2
3610,gelebah,-2
3611,gobar hati,-2
3612,tersentuh (perasaan),-1
3613,isak,-5
3614,larat hati,-3
3615,nelangsa,-3
3616,remuk redam,-5
3617,tidak segan,-2
3618,gemar,-1
3619,tak segan,-1
3620,sesal,-4
3621,pengen,-2
3622,penghayatan,-2
3623,absorpsi,-1
3624,linu,-4
3625,salah benang,-1
3626,sakit,-5
3627,lara,-5
3628,zuhud,-1
3629,mencederai,-4
3630,mengingkari,-4
3631,maaf,-3
3632,mengkhianat,-4
3633,mencelakai,-5
3634,mulu,-1
3635,ngga,-2
3636,borong,-1
3637,lever,-2
3638,kasian,-3
3639,gamau,-4
3640,doang,-1
3641,pulas,-1
3642,abis,-2
3643,coba,-1
3644,kangen,-3
3645,kalau,-1
3646,maunya,-1
3647,seandainya,-1
3648,marilah,-1
3649,bener,-1
3650,yaudah,-4
3651,nggak,-3
3652,gatau,-1
3653,apaan,-4
3654,ngakak,-2
3655,atuh,-1
3656,sekali,-1
3657,menarik hati,-1
3658,cedayam,-2
3659,kece,-3
3660,termakan,-1
3661,belom,-1
3662,malem,-1
3663,mencekau,-2
3664,menduga,-1
3665,menyuarakan,-1
3666,memprediksi,-1
3667,membunyikan,-1
3668,menerka,-1
3669,menaksir,-1
3670,mengantisipasi,-1
3671,nangis,-5
3672,rompok,-2
3673,soalnya,-1
3674,griya,-1
3675,gubuk,-2
3676,anjir,-3
3677,putus jiwa,-5
3678,berlalu dr dunia,-5
3679,putus nyawa,-5
3680,menarik napas penghabisan,-5
3681,membuang nyawa,-5
3682,hilang hayat,-4
3683,putus napas,-4
3684,kojor,-3
3685,berputih tulang,-2
3686,buntu,-3
3687,berkalang tanah,-2
3688,koit,-5
3689,putus usia,-3
3690,buntet,-2
3691,tamat riwayatnya,-3
3692,menamatkan riwayatnya,-3
3693,hilang nyawa,-5
3694,males,-4
3695,asih,-1
3696,kasih sayang,-1
3697,kekaguman,-1
3698,dendam berahi,-4
3699,rindu,-3
3700,afeksi,-2
3701,cinta kasih,-1
3702,renjana,-2
3703,pagina,-2
3704,tresna,-1
3705,filantropi,-1
3706,cintrong,-1
3707,cetusan,-1
3708,katanya,-1
3709,rintisan,-2
3710,kronologi,-1
3711,jalan buntu,-4
3712,rintis,-2
3713,jalan bebas hambatan,-1
3714,purwa,-2
3715,lanjut umur,-3
3716,bangkot,-4
3717,sepuh,-3
3718,lanjut usia,-3
3719,lepra,-5
3720,bau tanah,-4
3721,berumur,-2
3722,purba,-3
3723,jomblo,-3
3724,gacoan,-2
3725,tambatan hati,-2
3726,sir-siran,-2
3727,malam,-1
3728,tayib,-1
3729,tayibah,-1
3730,necis,-1
3731,estetis,-1
3732,baper,-4
3733,perfek,-1
3734,tolong,-2
3735,sayid,-1
3736,radang,-4
3737,didih,-4
3738,ngantuk,-2
3739,sirap hati,-2
3740,rampang,-2
3741,kecil hati,-4
3742,bertelinga merah,-3
3743,tersirap hatinya,-2
3744,merah telinga,-3
3745,mencak-mencak,-5
3746,gaada,-3
3747,manjur,-1
3748,mujarab,-1
3749,beber,-2
3750,singkap,-3
3751,penangkis,-3
3752,mending,-3
3753,akibat,-3
3754,satir,-2
3755,nyanyian,-2
3756,menyibuk,-2
3757,gara,-4
3758,dikit,-4
3759,ilang,-5
3760,kepeng,-2
3761,bodo,-5
3762,air,-1
3763,suri,-1
3764,ihh,-5
3765,asasi,-3
3766,menenes,-2
3767,tumpuan,-3
3768,fondasi,-3
3769,beliin,-1
3770,sekam,-3
3771,maafin,-3
3772,memahirkan,-1
3773,menggalakkan memanas-manasi,-3
3774,ngambek,-5
3775,ampun,-3
3776,terbalik akal,-4
3777,tidak masuk akal,-4
3778,gangguan jiwa,-4
3779,majenun,-2
3780,gelo,-2
3781,gila-gila,-4
3782,kalap,-3
3783,sedeng,-2
3784,berubah akal,-2
3785,serem,-5
3786,terlalu,-3
3787,sakit jiwa,-4
3788,gendeng,-2
3789,berubah ingatan,-3
3790,sinting,-5
3791,gila,-4
3792,sakit ingatan,-4
3793,sesat akal,-2
3794,duh,-4
3795,emg,-1
3796,hujan,-2
3797,aduh,-3
3798,cerita khayal,-2
3799,typo,-2
3800,langkah baik,-1
3801,isapan jempol,-3
3802,engah,-4
3803,mafhum,-1
3804,fiksi,-2
3805,omong kosong,-4
3806,bales,-3
3807,profit,-1
3808,waris,-2
3809,selisih,-4
3810,senjang,-4
3811,bareng,-3
3812,ekstasi,-3
3813,laper,-3
3814,hendaknya,-1
3815,membandel,-5
3816,ngaku,-3
3817,kiranya,-1
3818,telat,-5
3819,kopong,-4
3820,ngerti,-1
3821,keduniaan,-2
3822,nol,-3
3823,nyari,-2
3824,sorry,-4
3825,peranakan,-3
3826,bastar,-2
3827,tega,-5
3828,berdenyut,-3
3829,kayaknya,-3
3830,sibuk,-3
3831,ringan tangan,-1
3832,bergelora,-2
3833,sampai rasa,-2
3834,energik,-1
3835,membara,-3
3836,berkobar-kobar,-2
3837,menyala,-2
3838,mentolo,-2
3839,sampai hati,-2
3840,bersungguh-sungguh,-1
3841,tren,-2
3842,menyembur,-3
3843,imbas,-4
3844,aliran udara,-1
3845,melesit,-1
3846,rahayu,-2
3847,kemungkinan,-1
3848,menggusari,-3
3849,mencurat,-1
3850,memarahi,-5
3851,topan,-3
3852,tembis,-3
3853,mendamprat,-4
3854,suak,-2
3855,bongsor,-2
3856,bias,-2
3857,rajaman,-4
3858,rantus,-3
3859,gentas,-2
3860,nanya,-1
3861,melelah,-3
3862,bosen,-4
3863,maksudnya,-1
3864,bersusah hati,-5
3865,berkabung,-5
3866,receh,-4
3867,bermuram durja,-5
3868,pls,-3
3869,berlara-lara,-4
3870,opp,-1
3871,seneng,-1
3872,bersungkawa,-3
3873,bersusah,-5
3874,peluk,-3
3875,tt,-2
3876,menepis,-3
3877,obsesi,-2
3878,dekap,-2
3879,gausah,-4
3880,sengsara,-5
3881,buru-buru,-3
3882,kencang,-3
3883,kilat,-2
3884,begini,-1
3885,akas,-2
3886,mendahului,-1
3887,mengadang,-3
3888,suruh,-2
3889,terampil,-3
3890,pesat,-2
3891,sebat,-3
3892,sput,-2
3893,filsafat,-3
3894,dogma,-3
3895,imut,-1
3896,doktrin,-3
3897,lapar,-5
3898,dominan,-2
3899,masif,-3
3900,keliatan,-1
3901,keras tulang,-2
3902,tangguh,-2
3903,keseser,-4
3904,maksa,-5
3905,bertanduk,-2
3906,luput,-3
3907,jaman,-2
3908,menggeliat,-3
3909,tumpas,-4
3910,keok,-2
3911,tercecer,-3
3912,beterbangan,-3
3913,berpengaruh,-2
3914,lipur,-2
3915,bedegap,-2
3916,besar lengan,-2
3917,gelibat,-2
3918,suka cita,-1
3919,pacaran,-3
3920,bersemangat,-1
3921,berbahagia,-1
3922,berdesir,-2
3923,tersuntuk,-4
3924,adek,-1
3925,block,-4
3926,pening,-3
3927,apanya,-3
3928,kliyengan,-4
3929,pusing,-4
3930,jenguk,-2
3931,akunya,-1
3932,runyam,-5
3933,luyu,-1
3934,mikir,-3
3935,elusif,-2
3936,kuat (dugaan),-2
3937,memihak,-3
3938,boong,-4
3939,tandang,-2
3940,kesian,-3
3941,sayu,-3
3942,cenderung,-2
3943,selit-belit,-3
3944,preseden,-2
3945,miss,-4
3946,napa,-2
3947,ikutan,-3
3948,baik-baik,-1
3949,kesel,-5
3950,intensif,-4
3951,closed,-3
3952,maap,-3
3953,maafkan,-3
3954,kalem,-2
3955,ndak,-3
3956,rantaian,-3
3957,pinter,-1
3958,mesti,-3
3959,diserang,-4
3960,benak kepala,-3
3961,otak,-3
3962,daya pikir,-2
3963,wajib,-2
3964,dedengkot,-2
3965,ketagihan,-3
3966,bogem mentah,-5
3967,gila-gilaan,-3
3968,nanti,-2
3969,coretan,-1
3970,sebenernya,-1
3971,halah,-5
3972,alay,-4
3973,gergaji,-1
3974,kemasukan,-3
3975,berbayar,-3
3976,tukang,-2
3977,memotong,-3
3978,bayar,-3
3979,curhat,-3
3980,beri (uang),-2
3981,kesusupan,-2
3982,pakar,-1
3983,kawaei,-2
3984,kebabaran,-2
3985,berjatuhan,-3
3986,runtuh,-5
3987,terperenyak,-4
3988,penggentaran,-4
3989,tanya,-2
3990,pailit,-5
3991,tersingkir,-5
3992,melorot,-4
3993,menetes,-3
3994,roboh,-5
3995,tercebur,-5
3996,membiak,-3
3997,terjeblos,-4
3998,menggelincir,-3
3999,rebah,-3
4000,nyesel,-5
4001,biasin,-3
4002,terjun,-3
4003,perusuhan,-4
4004,kedapatan,-2
4005,tertangkap tangan,-4
4006,terpelanting,-3
4007,melubangi,-3
4008,tercemplung,-4
4009,jeblos,-4
4010,diem,-3
4011,tepergok,-5
4012,kayanya,-2
4013,terbanting,-3
4014,tertangkap basah,-3
4015,membabar,-1
4016,terjerembab,-2
4017,luruh,-2
4018,tergelincir,-3
4019,terbuang,-2
4020,berhenti (tugas),-2
4021,gogrok,-3
4022,jelabak,-3
4023,menyembul,-3
4024,cape,-4
4025,cuat,-3
4026,unjuk,-3
4027,menyongsong,-2
4028,kesebalikan,-2
4029,sekutu,-3
4030,kekang,-4
4031,mengelukan,-2
4032,berasa,-2
4033,temenan,-2
4034,purnama,-3
4035,ekstrem,-4
4036,pendahuluan,-1
4037,inklusif,-2
4038,kebaca,-1
4039,revolusioner,-1
4040,asak,-3
4041,lelang,-3
4042,permulaan,-3
4043,radikal,-4
4044,berjejal,-3
4045,begah,-2
4046,telak,-3
4047,telik,-2
4048,hati-hati,-3
4049,ingat-ingat,-3
4050,jaga-jaga,-3
4051,entah-berentah,-3
4052,tajam mata,-1
4053,kelih,-3
4054,please,-3
4055,tae,-4
4056,awas,-3
4057,si dia,-3
4058,gaboleh,-4
4059,denger,-3
4060,disuruh,-2
4061,waspada,-3
4062,entah,-3
4063,pelit,-5
4064,kial,-4
4065,nemu,-2
4066,kroni,-3
4067,bot,-2
4068,cute,-1
4069,rekan,-2
4070,sepihak,-3
4071,wacana,-3
4072,tengok,-2
4073,subang,-1
4074,komplot,-4
4075,giwang,-1
4076,melendeh,-3
4077,bersimpuh,-3
4078,mengogah,-3
4079,menggelesot,-3
4080,menumpang tinggal,-4
4081,kuliah,-2
4082,bulan,-1
4083,bersemayam,-3
4084,ampas (kopi),-2
4085,menikah,-2
4086,manja,-3
4087,polos,-2
4088,bercokol,-4
4089,cokol,-4
4090,sia,-5
4091,esok,-2
4092,maneh,-3
4093,himpit,-4
4094,tindas,-5
4095,pilih,-2
4096,ngasih,-2
4097,kehebohan,-3
4098,pilih-pilih,-3
4099,bete,-5
4100,payudara,-3
4101,man,-1
4102,tetek,-4
4103,keonaran,-5
4104,buah dada,-3
4105,biarin,-3
4106,kegemparan,-4
4107,dempet,-3
4108,sebel,-5
4109,ucap,-2
4110,bergas,-2
4111,bergadang,-4
4112,kawal,-2
4113,berpengalaman,-1
4114,sadar,-1
4115,dukacarita,-4
4116,apasih,-4
4117,gugah,-1
4118,bertindik,-3
4119,drama duka,-4
4120,pindah,-3
4121,oma,-2
4122,penderitaan,-5
4123,menugaskan,-1
4124,asri,-3
4125,borak,-4
4126,kepedihan,-5
4127,pulak,-2
4128,menyunduk,-3
4129,rawat,-3
4130,buyut,-3
4131,tragedi,-5
4132,kecek,-3
4133,andal,-1
4134,kesialan,-5
4135,kismat,-2
4136,daya muat,-2
4137,mengamuk,-5
4138,suratan takdir,-3
4139,kemalangan,-5
4140,kegeruhan,-4
4141,iyain,-2
4142,dikatain,-3
4143,duluan,-2
4144,pokoknya,-3
4145,daya tampung,-2
4146,daya serap,-2
4147,kenahasan,-2
4148,keberuntungan,-1
4149,bahala,-3
4150,gerhana,-2
4151,sedi,-2
4152,bersengaja,-2
4153,segitu,-3
4154,php,-4
4155,fk,-4
4156,tendas,-4
4157,dikira,-3
4158,gabut,-5
4159,statis,-3
4160,pasif,-3
4161,membatu,-2
4162,hiatus,-2
4163,stagnan,-3
4164,membisu,-3
4165,membiarkan,-3
4166,gasuka,-4
4167,lepaskan,-2
4168,rasa,-2
4169,huhuhu,-2
4170,bungkam,-4
4171,kosong,-4
4172,bajing,-5
4173,rasa hati,-2
4174,mendiamkan,-3
4175,tertegun,-3
4176,kaget,-3
4177,cabe,-2
4178,sugesti,-3
4179,kuota,-2
4180,lengang,-4
4181,tengkulak,-5
4182,campakkan,-4
4183,syur,-3
4184,bersanggama,-2
4185,sepi,-3
4186,naon,-2
4187,berteduh,-2
4188,mematung,-3
4189,keluarkan,-3
4190,memaafkan,-3
4191,menutup mulut,-3
4192,terperanjat,-3
4193,melanyak,-3
4194,menghinakan,-5
4195,melancarkan,-2
4196,menistakan,-5
4197,leave,-3
4198,melicinkan,-2
4199,murah,-2
4200,spam,-3
4201,mentang,-3
4202,kepo,-3
4203,tobat,-2
4204,mentang-mentang,-4
4205,meringankan,-1
4206,astagfirullah,-4
4207,memudahkan,-1
4208,titip api,-1
4209,mencebikkan,-3
4210,fokus,-2
4211,menahankan,-2
4212,resistan,-2
4213,mengentengkan,-2
4214,astaga,-4
4215,maapin,-4
4216,berat tangan,-4
4217,berat hati,-4
4218,lembam,-4
4219,macem,-2
4220,realitas,-3
4221,alpa,-3
4222,yauda,-4
4223,gigit,-2
4224,ihhh,-4
4225,sorang,-2
4226,berat pinggul,-2
4227,merasa,-2
4228,milih,-2
4229,kerubut,-3
4230,penyebab,-3
4231,kempes,-4
4232,bye,-3
4233,mengerubungi,-3
4234,bertuntun,-2
4235,ketauan,-4
4236,serah,-3
4237,wabah,-5
4238,uar-uar,-3
4239,wara-wara,-3
4240,mengeroyok,-4
4241,istirahat,-2
4242,gajadi,-3
4243,dirimu,-1
4244,ati,-1
4245,love,-3
4246,ngerasa,-2
4247,jelus,-2
4248,timbalan,-2
4249,dajal,-5
4250,artistik,-2
4251,mukhlis,-2
4252,tentangan,-2
4253,mbeling,-2
4254,rame,-2
4255,iri,-4
4256,ngeselin,-5
4257,ngatain,-5
4258,ganjaran,-5
4259,junjungan,-2
4260,imut-imut,-1
4261,seruh,-2
4262,lurus hati,-1
4263,lari-lari,-2
4264,senyum,-1
4265,seringai,-4
4266,mengganjar,-3
4267,panas hati,-5
4268,keki,-4
4269,jail,-4
4270,lemot,-5
4271,sayangnya,-3
4272,menghukum,-3
4273,bukannya,-3
4274,disayang,-3
4275,memberi,-2
4276,membalas,-3
4277,gemes,-2
4278,sukarela,-2
4279,kebiri,-4
4280,berprasangka,-3
4281,pahala,-1
4282,pemudaan,-1
4283,mohon,-2
4284,terhenti,-3
4285,erang,-4
4286,manah,-2
4287,mabok,-4
4288,dipanggil,-1
4289,mager,-4
4290,kepedulian,-2
4291,item,-4
4292,rip,-5
4293,membandungi,-1
4294,haih,-4
4295,muda,-2
4296,tuhkan,-4
4297,memperduakan,-3
4298,regenerasi,-2
4299,gubrisan,-2
4300,pengindahan,-2
4301,ribet,-4
4302,master,-1
4303,iri,-5
4304,tetap hati,-1
4305,tertanggung,-4
4306,diapain,-3
4307,kira,-2
4308,pelita,-2
4309,bernyali,-2
4310,tangan panas,-4
4311,merugi,-5
4312,bernyali besar,-1
4313,meninggal,-4
